first_name,last_name,address,city,phone1,phone2,email,SKU_number,PriorityStatus,DateOfPurchase,Country
Dorsey,Neitzke,9768 A Aven #112,Truro,902-936-9426,902-336-1190,dorsey_neitzke@hotmail.com,100,1,31-05-2012,Canada
Amie,Okuniewski,24 Venice Rd,Pembroke,613-686-9039,613-257-6021,amie@yahoo.com,109,2,05-06-2012,Canada
Bulah,Berkoff,2497 Pennsylvania Ave,Strathroy,519-309-5863,519-911-6087,bulah.berkoff@cox.net,108,3,05-06-2012,Canada
Erin,Delbosque,357 W Mount Royal Ave,Longueuil,450-316-7813,450-491-8703,erin@cox.net,119,1,06-06-2012,Canada
Kassandra,Marushia,123 Euclid Ave #9396,Nanaimo,250-646-6446,250-571-5058,kassandra@gmail.com,115,1,07-06-2012,Canada
Leslee,Matsuno,1251 E Main St #990,Quebec,418-460-5773,418-543-9015,leslee_matsuno@matsuno.org,117,1,12-06-2012,Canada
Daniel,Dobler,259 W 17th St #39,Beresford,506-617-2607,506-951-8403,ddobler@dobler.com,102,3,12-06-2012,Canada
Antonio,Unruh,9 Route 38,Port Coquitlam,604-624-7690,604-966-9833,antonio.unruh@hotmail.com,119,1,20-06-2012,Canada
Rebbecca,Didio,171 E 24th St,Leith,03-8174-9123,0458-665-290,rebbecca.didio@didio.com.au,118,1,20-06-2012,Australia
Stevie,Hallo,22222 Acoma St,Proston,07-9997-3366,0497-622-620,stevie.hallo@hotmail.com,103,3,19-06-2012,Australia
Mariko,Stayer,534 Schoenborn St #51,Hamel,08-5558-9019,0427-885-282,mariko_stayer@hotmail.com,119,1,21-06-2012,Australia
Gerardo,Woodka,69206 Jackson Ave,Talmalmo,02-6044-4682,0443-795-912,gerardo_woodka@hotmail.com,112,2,21-06-2012,Australia
Mayra,Bena,808 Glen Cove Ave,Lane Cove,02-1455-6085,0453-666-885,mayra.bena@gmail.com,118,3,02-07-2012,Australia
Idella,Scotland,373 Lafayette St,Cartmeticup,08-7868-1355,0451-966-921,idella@hotmail.com,114,1,26-06-2012,Australia
Sherill,Klar,87 Sylvan Ave,Nyamup,08-6522-8931,0427-991-688,sklar@hotmail.com,115,2,02-07-2012,Australia
Ena,Desjardiws,60562 Ky Rt 321,Bendick Murrell,02-5226-9402,0415-961-606,ena_desjardiws@desjardiws.com.au,117,2,02-07-2012,Australia
Vince,Siena,70 S 18th Pl,Purrawunda,07-3184-9989,0411-732-965,vince_siena@yahoo.com,104,1,02-07-2012,Australia
Theron,Jarding,8839 Ventura Blvd,Blanchetown,08-6890-4661,0461-862-457,tjarding@hotmail.com,107,3,02-07-2012,Australia
Amira,Chudej,3684 N Wacker Dr,Rockside,07-8135-3271,0478-867-289,amira.chudej@chudej.net.au,118,1,02-07-2012,Australia
Marica,Tarbor,68828 S 32nd St #6,Rosegarland,03-1174-6817,0494-982-617,marica.tarbor@hotmail.com,107,2,06-07-2012,Australia
Shawna,Albrough,43157 Cypress St,Ringwood,07-7977-6039,0441-255-802,shawna.albrough@albrough.com.au,116,3,06-07-2012,Australia
Paulina,Maker,6 S Hanover Ave,Maylands,08-8344-8929,0420-123-282,paulina_maker@maker.net.au,108,2,09-07-2012,Australia
Rose,Jebb,27916 Tarrytown Rd,Wooloowin,07-4941-9471,0496-441-929,rose@jebb.net.au,102,2,11-07-2012,Australia
Reita,Tabar,79620 Timber Dr,Arthurville,02-3518-7078,0431-669-863,rtabar@hotmail.com,103,1,13-07-2012,Australia
Maybelle,Bewley,387 Airway Cir #62,Mapleton,07-9387-7293,0448-221-640,mbewley@yahoo.com,108,1,19-07-2012,Australia
Camellia,Pylant,570 W Pine St,Tuggerawong,02-5171-4345,0423-446-913,camellia_pylant@gmail.com,110,1,20-07-2012,Australia
Roy,Nybo,823 Fishers Ln,Red Hill,02-5311-7778,0416-394-795,rnybo@nybo.net.au,119,1,23-07-2012,Australia
Albert,Sonier,4 Brookcrest Dr #7786,Inverlaw,07-9354-2612,0420-575-355,albert.sonier@gmail.com,119,3,23-07-2012,Australia
Hayley,Taghon,72 Wyoming Ave,Eugowra,02-1638-4380,0491-976-291,htaghon@taghon.net.au,108,3,26-07-2012,Australia
Norah,Daleo,754 Sammis Ave,Kotara Fair,02-5322-6127,0462-327-613,ndaleo@daleo.net.au,103,1,01-08-2012,Australia
Rosina,Sidhu,660 N Green St,Burpengary,07-6460-4488,0458-753-924,rosina_sidhu@gmail.com,119,1,01-08-2012,Australia
Royal,Costeira,970 Waterloo Rd,Ellis Beach,07-5338-6357,0480-443-612,royal_costeira@costeira.com.au,110,1,30-07-2012,Australia
Barrie,Nicley,4129 Abbott Dr,Fish Creek,03-6443-2786,0455-270-505,bnicley@nicley.com.au,120,3,02-08-2012,Australia
Linsey,Gedman,1529 Prince Rodgers Ave,Kennedy,07-4785-3781,0433-965-131,lgedman@gedman.net.au,114,1,02-08-2012,Australia
Laura,Bourbonnais,2 N Valley Mills Dr,Cape Portland,03-6543-6688,0491-455-112,laura.bourbonnais@yahoo.com,116,2,07-08-2012,Australia
Fanny,Stoneking,50968 Kurtz St #45,Warra,07-3721-9123,0465-778-983,fstoneking@hotmail.com,115,2,09-08-2012,Australia
Kristian,Ellerbusch,71585 S Ayon Ave #9,Wanguri,08-2748-1250,0442-982-316,kristian@yahoo.com,113,2,09-08-2012,Australia
Gwen,Julye,8 Old County Rd #3,Alvie,03-7063-6734,0465-547-766,gjulye@hotmail.com,111,3,17-08-2012,Australia
Ben,Majorga,13904 S 35th St,Wherrol Flat,02-8171-9051,0462-648-621,ben.majorga@hotmail.com,107,2,16-08-2012,Australia
Trina,Oto,6149 Kapiolani Blvd #6,Placid Hills,07-1153-8567,0460-377-727,trina@oto.com.au,101,2,16-08-2012,Australia
Emelda,Geffers,95431 34th Ave #62,Nedlands,08-7097-3947,0454-643-433,emelda.geffers@gmail.com,112,2,16-08-2012,Australia
Zana,Ploszaj,25 Swift Ave,Auchenflower,07-7991-8880,0430-656-502,zana_ploszaj@ploszaj.net.au,102,2,22-08-2012,Australia
Shaun,Rael,14304 Old Alexandria Ferry Rd,Buninyong,03-8998-5485,0498-627-281,shaun.rael@rael.com.au,116,1,22-08-2012,Australia
Oren,Lobosco,1585 Salem Church Rd #59,Dangar Island,02-5046-1307,0495-838-492,olobosco@hotmail.com,118,2,22-08-2012,Australia
Catherin,Aguele,75962 E Drinker St,Sunny Nook,07-6476-1399,0444-150-950,caguele@gmail.com,114,1,22-08-2012,Australia
Pearlene,Boudrie,8978 W Henrietta Rd,Minden,07-4463-7223,0462-627-260,pboudrie@boudrie.net.au,100,3,23-08-2012,Australia
Kathryn,Bonalumi,86 Worth St #272,Tibradden,08-3071-2258,0455-699-311,kathryn.bonalumi@yahoo.com,107,3,27-08-2012,Australia
Suzan,Landa,15 Campville Rd #191,Clermont,07-1576-1412,0471-251-939,suzan.landa@gmail.com,103,3,28-08-2012,Australia
Sommer,Agar,3 N Ridge Ave,Kadina,08-9130-3372,0486-599-199,sagar@agar.net.au,118,2,28-08-2012,Australia
Keena,Rebich,3713 Poway Rd,Sawtell,02-4972-3570,0468-708-802,krebich@rebich.net.au,117,1,31-08-2012,Australia
Rupert,Hinkson,1 E 17th St,East Gosford,02-7160-2066,0489-430-358,rupert_hinkson@hinkson.net.au,110,2,06-09-2012,Australia
Aleta,Poarch,5 Liberty Ave,Fosterville,03-2691-1298,0419-138-629,apoarch@gmail.com,105,1,18-09-2012,Australia
Jamal,Korczynski,404 Broxton Ave,Bateau Bay,02-3877-9654,0427-970-674,jamal_korczynski@gmail.com,114,1,07-09-2012,Australia
Luz,Broccoli,4 S Main St #285,Glenmoral,07-2679-1774,0416-525-908,luz_broccoli@hotmail.com,120,3,07-09-2012,Australia
Janessa,Ruthers,1255 W Passaic St #1553,Bolivia,02-2367-6845,0410-358-989,janessa@yahoo.com,111,3,10-09-2012,Australia
Lavonne,Esco,377 Excalibur Dr,East Melbourne,03-3474-2120,0444-359-546,lavonne.esco@yahoo.com,102,3,11-09-2012,Australia
Honey,Lymaster,7 Wilshire Blvd,Taringa,07-8087-2603,0411-717-109,honey_lymaster@lymaster.net.au,120,3,11-09-2012,Australia
Jean,Cecchinato,7 Hugh Wallis Rd,Koolan Island,08-5263-2786,0448-530-536,jean.cecchinato@gmail.com,111,1,12-09-2012,Australia
Katlyn,Flitcroft,7177 E 14th St,Maleny,07-1778-9968,0465-519-356,kflitcroft@hotmail.com,104,2,12-09-2012,Australia
Cassie,Soros,67765 W 11th St,Yelverton,08-2666-6390,0423-281-356,csoros@gmail.com,102,1,19-09-2012,Australia
Rolf,Gene,99968 Merced St #79,Flinders,02-4458-2810,0482-882-653,rolf_gene@gene.com.au,108,2,19-09-2012,Australia
Darnell,Moothart,40 E 19th Ave,Empire Bay,02-3996-9188,0419-656-117,darnell_moothart@yahoo.com,118,3,21-09-2012,Australia
Cherilyn,Fraize,84826 Plaza Dr,Rose Bay North,02-4873-1914,0468-743-337,cherilyn_fraize@fraize.net.au,108,3,24-09-2012,Australia
Lynda,Lazzaro,20214 W Main St,Macks Creek,03-4933-4205,0472-315-303,lynda.lazzaro@gmail.com,120,1,25-09-2012,Australia
Leigha,Capelli,8039 Howard Ave,East Toowoomba,07-4823-9785,0432-580-634,leigha.capelli@capelli.com.au,104,2,01-10-2012,Australia
Delfina,Binnie,8 Austin Bluffs Pky,Bimbijy,08-3692-5784,0460-951-322,delfina_binnie@binnie.net.au,100,2,28-09-2012,Australia
Carlota,Gephardt,96605 Pioneer Rd,Kundabung,02-5078-4389,0415-230-654,carlota.gephardt@gephardt.com.au,117,3,02-10-2012,Australia
Alida,Helger,6 Hope Rd #10,Pinnacle,07-1642-3251,0412-699-567,alida@helger.com.au,101,1,02-10-2012,Australia
Donte,Resureccion,65898 E St Nw,Watsonville,07-2373-6048,0478-459-448,donte.resureccion@yahoo.com,117,3,03-10-2012,Australia
Lou,Kriner,39 Broad St,Seaforth,02-7328-3350,0496-387-592,lou.kriner@hotmail.com,105,1,09-10-2012,Australia
Dortha,Vrieze,654 Seguine Ave,White Hills,03-1981-6209,0430-222-319,dortha@vrieze.net.au,111,3,10-10-2012,Australia
Genevive,Sanborn,78 31st St,Bellangry,02-6246-5711,0431-413-930,genevive@hotmail.com,117,3,16-10-2012,Australia
Alease,Strawbridge,35673 Annapolis Rd #190,Ascot,07-3760-1546,0497-868-525,alease_strawbridge@strawbridge.com.au,116,1,18-10-2012,Australia
Veda,Mishkin,98247 Russell Blvd,Stafford Heights,07-6034-2422,0474-823-917,veda.mishkin@mishkin.com.au,119,3,29-10-2012,Australia
Craig,Vandersloot,3 S Willow St #82,Bygalorie,02-5487-7528,0492-408-109,craig_vandersloot@yahoo.com,115,1,22-10-2012,Australia
Lauran,Tovmasyan,199 Maple Ave,Boolaroo,02-2546-5344,0459-680-488,ltovmasyan@tovmasyan.net.au,110,2,04-12-2012,Australia
Aaron,Kloska,423 S Navajo St #56,Brookhill,07-9896-4827,0473-600-733,aaron_kloska@kloska.net.au,107,2,23-10-2012,Australia
Francene,Skursky,5 30w W #3083,Hillston,02-5941-3178,0485-944-417,francene.skursky@skursky.net.au,104,3,26-10-2012,Australia
Zena,Daria,57245 W Union Blvd #25,Ivanhoe East,03-2822-8156,0466-820-981,zdaria@gmail.com,118,3,26-10-2012,Australia
Brigette,Breckenstein,971 Northwest Blvd,Caniambo,03-5722-3451,0462-308-800,brigette@breckenstein.com.au,105,2,26-10-2012,Australia
Jeniffer,Jezek,1089 Pacific Coast Hwy,Myrniong,03-3268-5102,0493-644-827,jeniffer@gmail.com,112,3,26-10-2012,Australia
Selma,Elm,6787 Emerson St,Woolamai,03-9183-9493,0418-581-770,selm@elm.net.au,112,1,01-11-2012,Australia
Elenora,Handler,8 Middletown Blvd #708,Wardering,08-5671-3318,0481-367-908,ehandler@yahoo.com,111,2,01-11-2012,Australia
Nadine,Okojie,56 Tank Farm Rd,Kukerin,08-9746-2341,0424-801-736,nadine.okojie@okojie.com.au,116,2,01-11-2012,Australia
Kristin,Shiflet,503 Fulford Ave,Somers,03-4529-7210,0488-223-788,kristin@hotmail.com,104,2,01-11-2012,Australia
Melinda,Fellhauer,8275 Calle De Industrias,Wayatinah,03-4387-3800,0493-258-647,melinda_fellhauer@fellhauer.com.au,101,2,01-11-2012,Australia
Kirby,Litherland,92 South St,Alligator Creek,07-5284-3845,0480-676-186,kirby.litherland@hotmail.com,119,3,01-11-2012,Australia
Kent,Ivans,56710 Euclid Ave,Camp Mountain,07-8661-4016,0429-746-524,kent_ivans@yahoo.com,118,3,06-11-2012,Australia
Dan,Platz,5210 E Airy St #2,Brandy Creek,07-4306-1623,0441-978-907,dan_platz@hotmail.com,103,3,13-11-2012,Australia
Millie,Pirkl,31 Schuyler Ave,Sovereign Hill,03-6023-2680,0410-688-713,millie_pirkl@gmail.com,109,2,07-11-2012,Australia
Moira,Qadir,661 Plummer St #963,Arno Bay,08-7687-4883,0471-106-909,moira.qadir@gmail.com,100,1,07-11-2012,Australia
Reta,Qazi,1351 Simpson St,Maffra,03-1974-9948,0446-105-779,reta.qazi@yahoo.com,113,2,08-11-2012,Australia
Brittney,Lolley,2391 Pacific Blvd,Ulverstone,03-4072-7094,0451-120-660,brittney@lolley.net.au,106,3,12-11-2012,Australia
Leandro,Bolka,1886 2nd Ave,Wattle Hill,03-8157-4609,0413-530-467,leandro_bolka@hotmail.com,110,3,14-11-2012,Australia
Edison,Sumera,52404 S Clinton Ave,Bower,08-9114-1763,0463-377-181,edison.sumera@sumera.net.au,105,3,15-11-2012,Australia
Breana,Cassi,405 W Lee St,Stonehaven,03-2305-8627,0495-644-883,breana@yahoo.com,119,2,16-11-2012,Australia
Jarvis,Nicols,5656 N Fiesta Blvd,East Newdegate,08-2117-5217,0436-246-951,jarvis@gmail.com,112,1,16-11-2012,Australia
Felicitas,Orlinski,9 Beverly Rd #5,Emerald,03-2451-1896,0444-326-506,felicitas_orlinski@orlinski.com.au,115,2,19-11-2012,Australia
Geraldine,Neisius,96 Armitage Ave,Katunga,03-8243-2999,0440-707-817,geraldine@gmail.com,105,2,19-11-2012,Australia
Alfred,Pacleb,523 N Prince St,Willunga,08-9450-7978,0453-896-533,alfred@pacleb.net.au,110,3,19-11-2012,Australia
Leatha,Block,6926 Orange Ave,Two Rocks,08-7635-8350,0445-211-162,leatha_block@gmail.com,108,3,19-11-2012,Australia
Jacquelyne,Rosso,6940 Prospect Pl,Caldwell,02-4565-6425,0464-763-350,jacquelyne.rosso@yahoo.com,116,3,22-11-2012,Australia
Jonelle,Epps,52347 San Fernando Rd,Coppabella,07-8085-8351,0461-339-731,jepps@hotmail.com,103,3,03-12-2012,Australia
Rosamond,Amlin,5399 Mcwhorter Rd,Calala,02-8007-5034,0438-251-615,rosamond.amlin@gmail.com,102,3,03-12-2012,Australia
Johnson,Mcenery,7 Hall St,Nambucca Heads,02-1718-4983,0446-721-262,johnson@gmail.com,104,1,03-12-2012,Australia
Elliot,Scatton,5 W Allen St,Mccullys Gap,02-3647-9507,0481-878-290,elliot.scatton@hotmail.com,108,3,03-12-2012,Australia
Gerri,Perra,15126 Goldenwest St,Toowoomba South,07-6019-7861,0416-887-937,gerri@yahoo.com,116,2,03-12-2012,Australia
Rosendo,Jelsma,94 I 55s S,Applecross,08-7712-4785,0477-239-199,rosendo_jelsma@hotmail.com,109,3,03-12-2012,Australia
Eveline,Brickhouse,288 N 168th Ave #266,Camberwell West,03-9517-9800,0463-242-525,eveline@yahoo.com,111,1,03-12-2012,Australia
Laurene,Bennett,5 Richmond Ct,North Perth,08-2969-2908,0468-234-875,laurene_bennett@gmail.com,111,1,03-12-2012,Australia
Tegan,Ebershoff,28 Aaronwood Ave Ne,Coombell,02-6604-9720,0499-760-910,tegan_ebershoff@hotmail.com,116,3,06-12-2012,Australia
Tracie,Huro,39701 6th Ave #1485,Pacific Heights,07-1951-6787,0494-620-234,thuro@gmail.com,101,3,10-12-2012,Australia
Mertie,Kazeck,35662 S University Blvd,Guildford,08-5475-6162,0446-422-535,mertie.kazeck@kazeck.com.au,116,2,14-12-2012,Australia
Clare,Bortignon,73 Dennison St #70,Herron,08-9256-6135,0423-874-910,clare_bortignon@hotmail.com,112,1,13-12-2012,Australia
Rebeca,Baley,9591 Bayshore Rd #637,Mirrool,02-7049-7728,0486-736-129,rebeca_baley@hotmail.com,109,2,17-12-2012,Australia
Nilsa,Pawell,57 N Weinbach Ave,Bundaberg West,07-8997-8513,0486-504-582,npawell@pawell.net.au,113,3,17-12-2012,Australia
Samuel,Arellanes,286 Santa Rosa Ave,Lane Cove,02-7995-6787,0446-710-661,samuel.arellanes@arellanes.net.au,115,3,27-12-2012,Australia
Ivette,Servantes,446 Woodward Ave #1,Reservoir,03-9801-9429,0488-109-742,ivette_servantes@servantes.com.au,107,1,05-01-2012,Australia
Merrilee,Fajen,1 Jenks Ave,Upper Kedron,07-9104-1459,0489-493-308,merrilee@fajen.net.au,105,3,07-03-2012,Australia
Gianna,Eilers,7 Valley Blvd,Buchan,03-4328-5253,0418-994-884,gianna@yahoo.com,105,3,07-02-2012,Australia
Hyman,Phinazee,42741 Anania Dr,Beltana,08-5756-9456,0446-460-955,hphinazee@yahoo.com,113,2,27-02-2012,Australia
Buck,Pascucci,5 Shakespeare Ave,Kingswood,08-9279-1731,0453-818-566,buck@yahoo.com,115,1,05-10-2012,Australia
Kenny,Leicht,245 5th Ave,Nicholls Rivulet,03-6240-8274,0486-712-822,kenny@leicht.com.au,113,2,09-11-2012,Australia
Tabetha,Bai,2 Gateway Ctr,Upper Mount Gravatt,07-6813-6477,0438-141-107,tabetha.bai@gmail.com,103,1,12-11-2012,Australia
Alonso,Popper,3175 Northwestern Hwy,Ridgley,03-7036-7071,0448-235-525,alonso_popper@hotmail.com,114,1,05-01-2012,Australia
Alonzo,Polek,8 S Plaza Dr,Tubbut,03-2403-7167,0419-100-429,alonzo_polek@polek.net.au,109,3,10-01-2012,Australia
Son,Magnotta,8 Collins Ave,Collingullie,02-2376-7653,0446-520-807,son.magnotta@magnotta.net.au,113,1,10-01-2012,Australia
Jesusita,Druck,9526 Lincoln St,Munno Para,08-3605-3943,0424-741-530,jesusita@druck.net.au,115,3,16-01-2012,Australia
Annice,Kunich,406 E 4th St,Tyagarah,02-6769-6153,0449-775-616,annice_kunich@kunich.net.au,104,3,13-01-2012,Australia
Delila,Buchman,361 Via Colinas,Redgate,08-1791-7668,0454-544-286,delila.buchman@hotmail.com,107,2,16-01-2012,Australia
Iraida,Sionesini,94 S Jefferson Rd,Modewarre,03-4812-5654,0490-625-307,iraida.sionesini@yahoo.com,111,1,18-01-2012,Australia
Alona,Driesenga,8961 S Central Expy,Stirling Range National Park,08-6777-4159,0428-176-191,alona_driesenga@hotmail.com,105,1,02-03-2012,Australia
Lajuana,Vonderahe,7 Wiley Post Way,Trowutta,03-5661-2424,0430-111-686,lajuana.vonderahe@yahoo.com,109,2,05-03-2012,Australia
Madelyn,Maestri,60 S 4th St,Rouse Hill,02-2129-8131,0413-115-438,madelyn.maestri@yahoo.com,104,1,05-03-2012,Australia
Louann,Susmilch,6 Lafayette St #3034,Wyandra,07-5035-4889,0489-594-290,louann_susmilch@yahoo.com,111,3,05-03-2012,Australia
William,Devol,35 Jefferson Ave,Goondi Hill,07-4963-5297,0485-183-917,wdevol@devol.net.au,101,3,19-04-2012,Australia
Corazon,Grafenstein,3492 88th St,Hill River,08-1624-7236,0481-500-964,cgrafenstein@gmail.com,114,1,22-05-2012,Australia
Fairy,Burket,20 Sw 28th Ter,Fairview Park,08-9159-7562,0472-806-350,fairy_burket@burket.com.au,105,2,30-05-2012,Australia
Lashawn,Urion,6 Argyle Rd,Bar Beach,02-4794-6673,0436-337-750,lurion@yahoo.com,103,2,12-06-2012,Australia
Ronald,Gayner,438 E Reynolds Rd #239,University Of Tasmania,03-7734-9557,0499-737-220,rgayner@hotmail.com,106,1,19-06-2012,Australia
Shizue,Hayduk,47 Hall St,Regent West,03-2297-9891,0456-480-906,shayduk@gmail.com,110,3,10-07-2012,Australia
Nida,Fitz,17720 Beach Blvd,Oxley,07-7445-2572,0473-495-435,nfitz@hotmail.com,100,3,17-07-2012,Australia
Amos,Limberg,8 2nd St,Don,03-4539-9131,0492-444-651,alimberg@limberg.com.au,114,1,27-07-2012,Australia
Dexter,Prosienski,490 Court St,Nyora,03-2454-6523,0472-707-132,dexter@prosienski.net.au,106,3,31-08-2012,Australia
Ludivina,Calamarino,1456 Hill Rd,Croydon,07-5378-4498,0482-267-844,lcalamarino@yahoo.com,120,1,01-08-2012,Australia
Ariel,Stavely,6 7th St,Scottsdale,03-6510-4788,0441-579-823,ariel_stavely@stavely.com.au,111,2,30-08-2012,Australia
Haley,Vaughn,29 Nottingham Way #926,Montrose,03-7035-6484,0430-736-276,haley_vaughn@vaughn.net.au,105,1,30-08-2012,Australia
Raelene,Legeyt,8818 Century Park E #33,Oak Park,03-4878-1766,0463-745-755,raelene@gmail.com,105,3,31-08-2012,Australia
Micaela,Shiflett,4 Commerce Center Dr,Nailsworth,08-8856-8589,0451-514-152,micaela_shiflett@shiflett.com.au,115,2,31-08-2012,Australia
Alpha,Prudhomme,979 S La Cienega Blvd #627,Tarong,07-9053-8045,0464-687-686,aprudhomme@hotmail.com,100,2,27-09-2012,Australia
Zack,Warman,9181 E 26th St,Kensington Park,08-9948-2940,0414-749-850,zwarman@gmail.com,117,3,05-01-2012,Australia
Wilford,Pata,8855 North Ave,Ashmore,07-7445-2538,0445-797-121,wilford_pata@pata.net.au,101,3,16-01-2012,Australia
Carman,Robasciotti,4 Spinning Wheel Ln,Granya,03-1570-9956,0420-704-683,carman_robasciotti@hotmail.com,103,2,16-01-2012,Australia
Carylon,Bayot,5905 S 32nd St,Alexandra,03-8858-7088,0475-926-458,carylon@gmail.com,107,2,16-01-2012,Australia
Gladys,Schmale,514 Glenn Way,Wirrulla,08-4564-2338,0410-812-931,gschmale@schmale.net.au,108,3,19-01-2012,Australia
Matilda,Peleg,708 S Wilson Way,Weymouth,03-1130-5685,0481-222-272,matilda.peleg@hotmail.com,108,1,11-01-2012,Australia
Jacklyn,Wojnar,16949 Harristown Rd,Summer Hill,02-6287-8787,0434-382-805,jacklyn@hotmail.com,104,3,27-01-2012,Australia
Tashia,Charney,9 13th Ave S,Shailer Park,07-7659-5711,0450-769-383,tashia.charney@charney.net.au,105,1,05-01-2012,Australia
Dorian,Eischens,1 Rock Island Rd #8,Bell,02-7739-6600,0428-946-162,deischens@gmail.com,111,3,12-01-2012,Australia
Jesus,Merkt,1554 Bracken Crk,Licola,03-9341-9757,0492-739-675,jesus_merkt@merkt.net.au,109,3,13-02-2012,Australia
Brandee,Svoboda,7 10th St W,Walyormouring,08-3614-5966,0419-644-936,brandee_svoboda@svoboda.net.au,102,2,16-02-2012,Australia
Edda,Mcquaide,9 Cron Hill Dr,Boronia,03-1465-8645,0416-330-811,emcquaide@yahoo.com,120,3,10-02-2012,Australia
Felix,Bumby,82 Tremont St #4,Baddaginnie,03-1431-3996,0485-718-212,felix.bumby@bumby.com.au,119,1,28-02-2012,Australia
Ben,Kellman,30024 Whipple Ave Nw,Berrilee,02-7968-9243,0441-733-809,ben_kellman@kellman.net.au,108,3,22-02-2012,Australia
Mickie,Upton,900 W Wood St,Barmaryee,07-7647-5420,0499-576-666,mickie.upton@yahoo.com,118,1,30-01-2012,Australia
Phung,Krome,847 Norristown Rd,Longford,03-9617-5392,0417-815-258,pkrome@yahoo.com,109,1,15-03-2012,Australia
Lashonda,Langanke,667 S Highland Dr #4,Simson,03-9838-7533,0491-793-730,lashonda@langanke.net.au,120,2,13-02-2012,Australia
Patria,Popa,21 W 2nd St,Killabakh,02-6522-3993,0493-319-728,patria.popa@gmail.com,109,3,15-02-2012,Australia
Nidia,Horr,2 W Henrietta Rd #6,Paluma,07-8441-8214,0437-170-488,nidia@gmail.com,120,1,07-03-2012,Australia
Skye,Culcasi,82655 Shawnee Mission Pky #5798,Barnawartha,03-9075-3104,0451-601-420,skye_culcasi@hotmail.com,112,3,04-04-2012,Australia
Kanisha,Reyelts,9 Taylor Ave,Holwell,03-2921-8418,0423-358-965,kreyelts@yahoo.com,105,3,09-04-2012,Australia
Hector,Barras,62 J St #450,Combienbar,03-3017-8394,0438-431-666,hector.barras@barras.com.au,107,1,02-03-2012,Australia
Stefan,Mongolo,2 Pennington St,Port Adelaide,08-4563-6214,0495-777-435,stefan_mongolo@mongolo.net.au,120,2,28-03-2012,Australia
Francoise,Byon,5496 Ne Columbia Blvd,Klemzig,08-3914-9404,0430-357-187,francoise@hotmail.com,118,1,28-03-2012,Australia
Lindy,Vandermeer,4244 Lucas Creek Rd,Emu Park,07-9407-9202,0417-325-352,lindy@vandermeer.com.au,112,2,16-03-2012,Australia
Arthur,Diniz,79819 Palmetto Ave,Travancore,03-2517-3453,0429-206-122,arthur@gmail.com,115,2,27-04-2012,Australia
Nicholle,Hulme,7 N Glenn Rd,Whetstone,07-7144-4719,0476-915-729,nicholle_hulme@hulme.com.au,115,2,05-04-2012,Australia
Tijuana,Mesch,61 Center St #8,Corella,07-1415-9307,0444-393-673,tijuana_mesch@gmail.com,116,2,14-05-2012,Australia
Lorenza,Schoenleber,562 Nw Cornell Rd,Humpty Doo,08-8081-7779,0445-830-408,lorenza.schoenleber@schoenleber.com.au,118,1,22-03-2012,Australia
Iola,Baird,48 General George Patton Dr #8611,Goode Beach,08-2325-5905,0482-635-206,ibaird@baird.net.au,115,2,15-05-2012,Australia
Sang,Weigner,9 W Passaic St,Heidelberg Rgh,03-8912-5755,0419-565-485,sweigner@gmail.com,105,1,09-04-2012,Australia
Leonor,Prez,968 Delaware Ave,Waterloo,02-7463-8776,0466-155-348,lprez@prez.com.au,113,1,27-04-2012,Australia
Silvana,Whelpley,548 Charmonie Ln,Minyip,03-5175-6193,0489-343-254,swhelpley@yahoo.com,102,1,05-04-2012,Australia
Anthony,Stever,91114 Grand Ave,Hunchy,07-7092-8542,0495-801-419,anthony.stever@hotmail.com,117,3,06-04-2012,Australia
Wenona,Carmel,44 Bush St,Grosvenor Place,02-2832-1545,0439-849-209,wenona@gmail.com,106,2,27-04-2012,Australia
Isadora,Yurick,6 Mahler Rd,Pacific Paradise,07-9595-6042,0412-855-847,iyurick@hotmail.com,111,1,17-05-2012,Australia
Mose,Vonseggern,1 E Main St,Hungerford,07-5769-8004,0467-531-601,mose_vonseggern@hotmail.com,110,2,29-05-2012,Australia
Marci,Aveline,58 State St #998,Boya,08-3342-3889,0447-443-927,marci.aveline@hotmail.com,101,1,27-04-2012,Australia
Michel,Hoyne,11408 Green St,Elizabeth West,08-6183-9260,0481-466-206,michel@hoyne.com.au,106,1,15-05-2012,Australia
Stephania,Connon,297 8th Ave S #9,Gumly Gumly,02-5725-5992,0416-443-185,stephania.connon@connon.com.au,115,3,30-05-2012,Australia
Charolette,Turk,1 Wyckoff Ave,Wilmington,08-4735-5054,0430-400-899,cturk@yahoo.com,111,3,18-04-2012,Australia
Katie,Magro,8 E North Ave,Pagewood,02-7265-9702,0439-832-641,katie_magro@gmail.com,109,3,29-05-2012,Australia
Inocencia,Angeron,13386 Tamarco Dr #20,Tawonga,03-6268-2647,0482-712-669,inocencia.angeron@angeron.net.au,115,3,30-05-2012,Australia
Nikita,Novosel,70 W Market St #20,Hamlyn Heights,03-5716-1053,0470-886-805,nikita_novosel@novosel.net.au,110,2,30-05-2012,Australia
Malcolm,Gohlke,53247 Montgomery St #36,Southtown,07-9826-3950,0450-887-422,malcolm@yahoo.com,113,2,27-06-2012,Australia
Desiree,Englund,9495 Central Hwy #66,East Bowes,08-5289-4594,0414-731-630,denglund@gmail.com,119,1,11-05-2012,Australia
